track_id,danceability,energy,loudness,mode,speechiness,acousticness,liveness,valence,tempo,duration_ms,genre_encoded
3TiXrt5ui8TDJ36ENbZM3P,0.839,0.572,-7.813,0,0.0337,0.401,0.106,0.463,106.022,178756,0
0Ax7dxc1Moc2DXsBhtntOu,0.753,0.832,-8.218,0,0.0799,0.0186,0.0414,0.781,126.999,206893,0
18GRAKN6GCfB5PBOrEdxjb,0.614,0.763,-8.603,0,0.0599,0.057,0.151,0.869,127.031,364000,0
6EUzZEmeWh8U2074VRu1mp,0.595,0.905,-6.496,1,0.0388,0.0102,0.528,0.659,127.987,232500,0
3Rx0EJrqN0EDoy20YVxQfv,0.77,0.735,-3.392,0,0.0612,0.0286,0.151,0.59,95.968,223080,0
23viwliRcltCLEi5bffwRJ,0.659,0.926,-5.563,1,0.0602,0.00145,0.0599,0.0566,128.016,219121,0
2WFOLhpZmDGhl1xmwIIZrJ,0.819,0.771,-4.527,0,0.0971,0.713,0.0966,0.345,121.972,161311,0
7CTyBvcRHWso8oUcvyNkLt,0.542,0.695,-7.566,0,0.0559,0.19,0.515,0.435,144.007,155000,0
52jHZXtW03EI5qCv3NKg1E,0.667,0.974,-3.129,0,0.111,0.0302,0.278,0.362,127.993,207879,0
6x1tIXwIYbgfK8IyGIGHJn,0.605,0.726,-8.542,1,0.0801,0.103,0.17,0.162,119.777,274508,0
3ZTA6cOCUQl1m5yIKmpIES,0.715,0.722,-7.45,0,0.0415,0.0108,0.228,0.182,139.983,278003,0
0eXU92qkEfIWu4SQOILFU3,0.658,0.634,-6.256,1,0.0373,0.0929,0.108,0.653,112.053,230364,0
0AGh7lxZOWUhLL0FqrXHjX,0.693,0.678,-7.741,1,0.139,0.489,0.0453,0.555,105.091,211005,0
7kQh2gBStbgIwGbEqidYEC,0.569,0.891,-3.279,1,0.035,0.0261,0.114,0.759,128.026,297627,0
1q10vaIw9wvV9wG4ffze0e,0.543,0.954,-4.602,0,0.0812,0.00239,0.105,0.448,128.019,186640,0
04hFLMBiGOrTeuZBVnCGhh,0.662,0.964,-2.792,1,0.0745,0.00622,0.0796,0.392,144.964,207453,0
2Ftt3n4Xd2ey462C1Uueco,0.671,0.828,-5.48,1,0.0544,0.00588,0.353,0.593,130.038,155160,0
0MxYuLXaIl6x66O3grztvG,0.44,0.886,-4.396,0,0.0885,0.0163,0.0982,0.072,130.019,212613,0
1ErxYgPmGTqXdjMBGj9JXh,0.478,0.727,-7.123,1,0.0635,0.00737,0.104,0.399,151.935,238880,0
42Lxl8eyX63jhXXQvhDRXX,0.507,0.915,-4.33,1,0.0524,0.00126,0.0626,0.231,129.972,256360,0
401W6rIXDVWAzAK5rKILf7,0.519,0.864,-4.11,1,0.194,0.00437,0.204,0.277,127.886,211027,0
6tsVz2hHJD9S8Z1Z3hr1b8,0.71,0.96,-2.041,1,0.0964,0.00573,0.11,0.323,128.019,191321,0
2KrJDONq4Hq1JKlmvQe22H,0.744,0.918,-2.841,0,0.0397,0.0267,0.134,0.512,127.967,202253,0
3lVW4iUtV7XxZXAER3Z3Ry,0.525,0.853,-5.258,1,0.0843,0.0106,0.124,0.456,154.94,228867,0
1tEDlKg1Rmv9sE6z1XR6Vy,0.618,0.565,-8.575,0,0.0916,0.00993,0.0835,0.628,127.985,230156,0
6Qp0IqPJEgQt3fKjaCRq1w,0.618,0.955,-3.779,0,0.0693,0.00191,0.119,0.21,128.054,223520,0
3hgFwotX5fCegIUb49jQem,0.659,0.927,-2.959,0,0.433,0.34,0.0937,0.241,126.997,219547,0
4w2QwW8cP8Wtod76dFg6QA,0.622,0.808,-5.184,1,0.0342,0.0112,0.0606,0.632,128.0,214920,0
5u4gHi1Uj5nerTGExzadrJ,0.586,0.718,-6.73,1,0.0556,0.0145,0.148,0.0796,124.324,242151,0
6ScGFNxhQPaVuvlzjSQrd1,0.578,0.909,-5.917,0,0.0398,0.00172,0.125,0.327,128.007,190200,0
20aVBPxjn2KhxUOa8ux8dv,0.546,0.756,-8.389,0,0.31,0.0236,0.127,0.596,147.395,325019,0
1JDZxqyqcJTN9iAXJ836iP,0.503,0.818,-6.24,0,0.0578,0.00568,0.227,0.31,146.06,204639,0
2iwptWnvaDXd7RIOsSu6DG,0.537,0.66,-7.137,0,0.0821,0.00981,0.374,0.151,124.448,227479,0
1UGHrL3vGAEOKdx7I6LWUq,0.59,0.934,-4.094,0,0.0788,0.201,0.129,0.367,128.062,231133,0
085JBuPwP0YbPgc2t6Lscc,0.692,0.852,-3.571,1,0.0699,0.00408,0.0668,0.54,138.109,198893,0
2PLRrQ8oASLJIxw2mwOvh6,0.455,0.797,-4.466,0,0.0439,0.167,0.0828,0.332,134.949,199309,0
2KMXGcEw6Ub853iURlha9f,0.494,0.722,-7.479,0,0.0339,0.00319,0.0945,0.364,130.011,245280,0
4r0q8fMOqR3Y3pUptDTsnT,0.715,0.501,-10.407,1,0.0505,0.681,0.0769,0.33,119.954,198034,0
1PmU8dWoCrO7JUS4nNzRO9,0.7,0.888,-3.114,0,0.0525,0.0202,0.0994,0.42,128.045,233653,0
6i6kwBVJtYHWzb2AoNIb8u,0.478,0.655,-7.209,0,0.0415,0.0369,0.0841,0.193,128.01,285125,0
4U85CdKbJSdYJL0nfnO0Ll,0.628,0.89,-5.604,0,0.0619,0.00285,0.0582,0.423,127.992,197608,0
2woaV6TipRu2NDgmiH4JT5,0.642,0.862,-4.421,1,0.0294,0.0055,0.343,0.46,115.014,194637,0
1gffhRjfnqS15GSMuMbtqP,0.589,0.745,-6.237,1,0.0526,0.000467,0.0502,0.348,128.019,193370,0
1NHEUZMpoReYeWLOICMQyl,0.725,0.848,-4.189,1,0.0431,0.083,0.0804,0.438,126.013,184881,0
7cDOKBOHmq3mcEQvMydiVG,0.628,0.604,-5.008,0,0.0331,0.397,0.313,0.249,127.984,221367,0
3hfDl12AHis9jgRi5wMqFo,0.617,0.923,-3.543,1,0.0534,0.0441,0.0669,0.52,150.049,191960,0
3E5I51qj8g7aG5e7oIccpi,0.658,0.845,-4.274,0,0.0518,0.0201,0.0961,0.313,112.027,227143,0
5n3MFr79a5R7BtwsMfq1dE,0.706,0.73,-9.044,0,0.0552,0.00158,0.156,0.526,122.962,198415,0
2DRk66DsTtDrUsCEOmvQaq,0.557,0.798,-4.624,1,0.0492,0.0462,0.181,0.204,147.079,204898,0
1ne0g8iUXfFdxNx55Onxz2,0.749,0.827,-5.889,0,0.0895,0.0248,0.332,0.548,99.933,186108,0
1e06p7H8vV3pitwURVdipU,0.609,0.71,-6.252,1,0.0412,0.146,0.138,0.525,74.987,195944,0
7hldl207cyjCsldUi3rKtn,0.688,0.644,-5.246,0,0.0878,0.259,0.0765,0.368,129.989,268615,0
7gg0ogHVW2s7JKZoAOSGWB,0.438,0.617,-8.963,1,0.0467,0.0767,0.219,0.392,119.854,229990,0
2TK4XCafmUR9NI0AOCAflo,0.621,0.908,-4.74,0,0.0461,0.0141,0.0899,0.371,152.999,207059,0
1GNILHmZkkjTUDXuDDKw24,0.788,0.685,-6.785,1,0.0529,0.0134,0.0927,0.741,110.974,194275,0
2ex8jWyy3ewSdlytVPdjhk,0.704,0.581,-7.048,0,0.0903,0.273,0.234,0.421,124.875,229606,0
568GG86cXayfMexiTj4TVI,0.441,0.659,-6.257,0,0.0657,0.00349,0.275,0.164,120.127,232026,0
02PiwfcW4LuKxhDi3JfH01,0.748,0.713,-5.444,1,0.149,0.0426,0.149,0.87,149.927,212364,0
53AJtyJDf0TPSOwupbmUBU,0.631,0.665,-8.131,1,0.0596,0.0294,0.062,0.554,128.07,211377,0
1s9ygcnJtsMHOT9K0nPJcT,0.637,0.725,-10.136,1,0.0338,0.0567,0.109,0.277,100.978,231986,0
4CMvnniv6XApDc7a4q58AR,0.679,0.833,-6.451,0,0.101,0.184,0.082,0.7,127.97,270063,0
1RTvfARVlo7MdZln3xDamz,0.672,0.789,-9.354,0,0.0659,0.00928,0.0801,0.237,124.999,182410,0
2h9Kg1G7OgwCAXXXQJTgNG,0.626,0.538,-6.06,1,0.0482,0.0311,0.25,0.299,124.958,250800,0
390nm0YPbjdHpc4W1IuVxv,0.462,0.555,-7.733,0,0.0528,0.000566,0.129,0.347,128.082,220383,0
7zOCMKp74Lq7ZSNn0FeWpL,0.824,0.612,-4.4,1,0.301,0.0201,0.0968,0.623,103.976,210163,0
3YkDAJzJOJYhxDS4gmbCTt,0.595,0.866,-7.495,1,0.0379,0.0018,0.0959,0.138,127.028,216869,0
1I8BspBUrchyg86PnoLlmZ,0.482,0.871,-8.871,0,0.103,0.000474,0.15,0.567,130.097,216073,0
7wWVVqKUGRZPqUzGjWAp5h,0.689,0.547,-7.766,0,0.107,0.126,0.363,0.52,143.949,181774,0
5NiuxHp2iXSwj0iaQU7TpH,0.419,0.595,-12.81,0,0.103,0.837,0.0787,0.524,81.83,232046,0
3ihK0bdxDfJmsxLHmK74kR,0.739,0.635,-5.821,1,0.0327,0.00821,0.113,0.268,130.032,234774,0
38hXTl0Gf7pXePh6yzl0hB,0.55,0.879,-4.213,1,0.0411,0.00484,0.432,0.224,122.037,210492,0
6slWXdM88rTAjUzHWTtQ2c,0.652,0.812,-7.525,1,0.0574,0.0779,0.101,0.692,128.972,200935,0
5LkDB9lIuOGXVTk05JTHpN,0.618,0.804,-4.629,0,0.0341,0.0207,0.121,0.335,137.94,185652,0
4XIHYtBd68k2PnZ6Xgk2Aq,0.655,0.798,-6.476,0,0.0322,0.0826,0.11,0.265,125.979,327619,0
5EzhXp477P8SWez7P6fLyK,0.871,0.461,-6.449,0,0.0733,0.219,0.107,0.155,128.042,261467,0
7xVnQFDt085yNhv5XIO6vJ,0.565,0.588,-9.049,0,0.0313,0.000518,0.357,0.292,86.983,204000,0
29001B0WDgcbUjEdoVc882,0.68,0.897,-5.068,1,0.0836,0.00382,0.0817,0.118,127.971,232374,0
3Gbo1FC1a8NRiDytBcoixe,0.568,0.883,-4.733,0,0.104,0.012,0.122,0.577,154.998,173435,0
3GQoCeZqEjRwyXwwNe1IxK,0.649,0.711,-5.725,1,0.0656,0.114,0.384,0.797,150.006,172734,0
5kB9qdehfPGdFOJ6LQJJ3J,0.667,0.959,-4.942,0,0.0515,0.0256,0.157,0.487,131.012,188519,0
5yp5m9bCJoUANiUmArFBXh,0.672,0.744,-9.038,0,0.182,0.035,0.099,0.186,156.037,264511,0
0genv3YPSq1hsZhB2Xw9f3,0.668,0.894,-7.309,0,0.084,0.0037,0.112,0.297,128.026,172505,0
0PyTZ0SfwhOTyVqmOqbh6D,0.612,0.687,-4.193,1,0.0377,0.00743,0.525,0.249,128.051,221642,0
7oeNKpblHShAKi4l6vqfac,0.622,0.912,-5.232,0,0.0615,0.00285,0.0385,0.232,127.997,285000,0
2MaU0zb75fuPS5DVKd0jqh,0.738,0.928,-8.716,1,0.0458,0.0325,0.149,0.408,128.005,165015,0
08RUjzuMD6J0d6Ds41kqDm,0.562,0.944,-5.369,0,0.0411,0.00443,0.294,0.276,129.997,198462,0
4PclDQ2lYPmIuhj4G3swK1,0.56,0.934,-2.984,1,0.0378,0.00457,0.297,0.325,134.004,201045,0
1qjJwDrg6kKsyCCMOazeG1,0.63,0.833,-5.228,0,0.0657,0.0513,0.324,0.528,126.145,157619,0
7sYAS4CpbV90oSemgaEQat,0.747,0.776,-5.898,0,0.0722,0.0233,0.761,0.67,125.07,147027,0
3LowDc4brXEfZaUTBXLMnK,0.574,0.884,-5.097,0,0.0678,0.00206,0.491,0.23,127.947,239783,0
29GJzOuxFqzlyvf6NxoZGH,0.388,0.724,-6.599,1,0.0766,0.0015,0.085,0.128,131.758,178615,0
155bMlpaiWnF75uLrE4XMG,0.572,0.907,-4.883,1,0.085,0.0351,0.165,0.0396,131.997,180000,0
30cW9fD87IgbYFl8o0lUze,0.751,0.657,-4.642,1,0.0989,0.0955,0.0945,0.532,118.029,176517,0
2GXOmuU3kApsq2TWqOU5Bm,0.646,0.979,-5.312,0,0.101,0.0199,0.38,0.091,124.066,182671,0
33fQvV0TrknVsH71PxbbOQ,0.495,0.983,-4.841,1,0.117,0.00205,0.35,0.0756,131.987,142727,0
5TSC8x1GZNEaqtwC8YsVWx,0.553,0.776,-4.371,1,0.0388,0.0536,0.112,0.339,128.123,152000,0
37FfCz1YODL6NAuWfxUzJh,0.709,0.982,-3.768,0,0.0666,0.000373,0.285,0.192,128.005,155827,0
2zoNNEAyPK2OGDfajardlY,0.574,0.612,-4.741,1,0.0781,0.357,0.158,0.368,136.046,231663,0
7zHrHnVSQwI95FGHewXDl8,0.604,0.894,-4.755,1,0.113,0.0512,0.234,0.415,127.964,204375,0
7GIX1WStJ3Ca9wmlTajYFz,0.439,0.546,-7.086,0,0.0356,0.157,0.472,0.166,149.889,183258,0
4SlCYFaUQ8GRuwdpgniaGF,0.629,0.821,-4.743,0,0.0466,0.0194,0.0815,0.458,103.998,198462,0
2Y3P9IFAeNGH9qTZDp9N6W,0.619,0.881,-4.087,0,0.0335,0.00826,0.0995,0.534,128.036,174375,0
36C0Gw2RmYWy5aEpMPaQ0e,0.561,0.909,-3.66,0,0.0391,0.00527,0.351,0.195,123.03,161951,0
3YRCgAw6nq0qcPpGOb3FZk,0.591,0.985,-3.38,1,0.0794,0.000552,0.404,0.129,135.024,158222,0
0OpfRbSog1yotyMpFVX6K9,0.517,0.733,-4.075,0,0.0398,0.224,0.0921,0.426,109.939,172909,0
1lEtudJvZNiibWzXc5m4mh,0.691,0.868,-3.807,0,0.0735,0.016,0.0605,0.512,126.205,185238,0
4kyrRm0GmJbg16CEGEHXUK,0.591,0.959,-5.644,0,0.215,0.00583,0.428,0.346,127.99,186929,0
45Zx6DyqGKKmvfxfzRUtKl,0.753,0.912,-2.636,0,0.108,0.145,0.346,0.702,124.062,158710,0
00Gu3RMpDW2vO9PjlMVFDL,0.573,0.746,-4.894,1,0.0421,0.0249,0.361,0.134,130.001,188000,0
2Nyg5XSFpb221DZzgNZrJP,0.58,0.926,-3.168,0,0.0558,0.00061,0.124,0.177,127.753,183766,0
6h7MPC2hBJHJQuobsRXqwF,0.56,0.869,-4.587,0,0.0622,0.00214,0.304,0.177,134.934,189333,0
5vckEy9NZ6kirDU4UX4bVl,0.587,0.85,-3.904,0,0.0654,0.207,0.64,0.528,127.914,192000,0
1IoA7fqXfbjndYJTdrQLZn,0.57,0.786,-5.212,0,0.113,0.208,0.0748,0.16,128.158,198867,0
0Qp1IH1EkRCNabfgzxNMUT,0.682,0.91,-2.314,1,0.0431,0.00953,0.0732,0.536,122.943,159500,0
1DKpx64P3UmTwJt6gsAPcr,0.667,0.955,-1.828,1,0.0481,0.0216,0.299,0.436,126.005,185476,0
0CNObSo2AxRZS47CGz755m,0.626,0.929,-4.295,0,0.0941,0.0659,0.286,0.63,75.969,182780,0
0Ni4MKSGgvn0IGdnF4upti,0.618,0.826,-3.226,0,0.0462,0.207,0.435,0.413,126.05,188000,0
736yu2jFYlDQne9qmRmKEL,0.621,0.925,-2.933,1,0.0434,0.0238,0.313,0.0387,127.995,187739,0
3jBCTvWRsLVgzryMaPJKhw,0.667,0.754,-5.093,1,0.207,0.218,0.292,0.403,123.024,223913,0
68QO86hdhtkxPy17bEKnT0,0.514,0.854,-4.569,1,0.169,0.0725,0.148,0.245,140.059,208295,0
27NMijOsYBVeU4RTQoCfE4,0.65,0.935,-2.666,1,0.319,0.0527,0.195,0.511,170.244,172290,0
7o9JaNnV1J9EdTPmWdrXbf,0.688,0.83,-5.742,0,0.0543,0.00308,0.219,0.632,122.039,216125,0
5gGr2RvBtngp6dFgshVbl2,0.592,0.776,-6.634,1,0.0312,0.0293,0.29,0.174,127.993,186549,0
30WA089D8w9er3HlfpBOyk,0.488,0.879,-4.188,1,0.24,0.00202,0.462,0.26,143.58,217397,0
3hwl1Cum23MWL62FykUifP,0.649,0.82,-3.812,1,0.0558,0.121,0.0771,0.349,128.096,186094,0
58hjBuGWj43LQ6WjN3ZQAK,0.33,0.793,-4.628,0,0.155,0.0618,0.383,0.279,180.162,184000,0
40VX50kHlByBKYWSoa6I5B,0.688,0.974,-1.14,0,0.13,0.00797,0.0515,0.669,150.096,199912,0
72XViAl7vmQCa8liuVZjtg,0.474,0.708,-4.494,1,0.168,0.0496,0.0986,0.328,149.857,156800,0
07AIGejOb0kM3S7mMHi7pm,0.729,0.915,-4.925,1,0.0376,0.000189,0.0718,0.484,124.996,157440,0
1xckSK2WNEi1PiHo2EQsUh,0.671,0.916,-4.777,0,0.0515,0.00072,0.0992,0.266,123.949,190073,0
1c4I73mPr8y6jSmvhfvuZG,0.498,0.918,-3.665,0,0.0503,0.0182,0.338,0.178,127.962,183281,0
0FExsZBvtolbgULSsgS9PT,0.662,0.712,-5.851,0,0.0417,0.0209,0.0711,0.0789,95.068,181895,0
7BpYNI9XnablrLe83A1UEM,0.609,0.948,-2.507,1,0.0661,0.0124,0.848,0.118,126.001,189524,0
4QE7rcOeNErdz87pgSZ823,0.597,0.832,-3.865,1,0.0782,0.114,0.7,0.374,126.069,176190,0
1UTXQrmAL4oladIwc1PWSh,0.567,0.951,-5.087,0,0.0388,0.0213,0.101,0.267,138.03,202000,0
1iOmLEvypLACEMAuFd1kJb,0.569,0.924,-3.433,0,0.074,0.00698,0.426,0.0455,127.906,169680,0
6xPqAPvg2wCGyZVh0eT59I,0.732,0.891,-4.066,0,0.0358,0.0548,0.098,0.736,123.998,160645,0
3T1DGtJP0kEshTKUkUt3V0,0.678,0.915,-4.34,1,0.0309,0.0012,0.0823,0.119,124.962,184368,0
2xbRwcylUnX881qaqf5ZZJ,0.666,0.855,-5.318,0,0.236,0.222,0.502,0.769,125.943,177143,0
6I8gVxB8KT0XyYKnVyarys,0.589,0.751,-5.124,0,0.0975,0.014,0.549,0.178,128.269,221250,0
0cge96qsW6ifXppeiiRIGd,0.775,0.723,-4.095,1,0.0468,0.282,0.126,0.756,104.991,194286,0
1cx4RNSqEUedib8RqetJ0C,0.553,0.714,-4.045,0,0.0414,0.038,0.684,0.452,131.789,163182,0
5ql2mP9FUhB3SgMzv2akuO,0.657,0.882,-3.565,0,0.0456,0.247,0.112,0.179,127.994,195000,0
60QoePs4iQCs2aCZm96ew2,0.849,0.955,-1.862,1,0.153,0.286,0.0604,0.545,122.984,159024,0
4NCNS1hUY29Iy2o7qKpGBG,0.486,0.761,-5.246,0,0.0562,0.00481,0.238,0.35,128.165,191719,0
0thLaeBSY189MLfmHTIy35,0.619,0.833,-3.923,0,0.0825,0.137,0.112,0.236,106.941,190654,0
0D9z6DQ7UBnp7sPv3y3cgV,0.734,0.711,-5.919,0,0.0395,0.00987,0.0568,0.642,126.984,154961,0
3HY5ONrRlIXv74EiVRZsfA,0.571,0.948,-5.075,0,0.0386,0.00834,0.174,0.0736,124.981,211644,0
0H3NcINi4I8Cd87FO5OUtq,0.589,0.771,-4.144,0,0.0674,0.03,0.114,0.223,125.144,163200,0
4PQg6FbToTzRnN9pgxf9B9,0.71,0.808,-5.69,0,0.142,0.279,0.233,0.32,123.972,153508,0
7qZOnik9K8Mv987ccBjwwj,0.727,0.912,-3.594,0,0.0377,0.0272,0.118,0.671,126.023,179217,0
2YbACStJhKuOkNVC1P1Fbu,0.766,0.839,-4.035,1,0.173,0.104,0.0473,0.763,125.979,162857,0
1stV66277oZEXpVilOxJu4,0.601,0.939,-3.191,1,0.115,0.0905,0.53,0.336,127.875,149414,0
0M0FvSNRZmDz0Z769rewlI,0.592,0.977,-3.389,1,0.312,0.206,0.0703,0.496,126.178,175254,0
5HVwqVhlNlSB03xEaotQIv,0.595,0.77,-3.384,1,0.0352,0.00377,0.314,0.126,130.925,199695,0
4gPw3HZ18KN0UOniw4UEm3,0.775,0.912,-3.19,1,0.209,0.077,0.319,0.726,125.996,126190,0
0fPa0oRK8DsQDvcLijT3Tr,0.442,0.904,-6.101,0,0.0723,0.00739,0.131,0.0363,108.766,259765,0
1RvDsjCBDTES3lPiEGNNMY,0.349,0.793,-6.748,0,0.0677,0.000877,0.22,0.0398,127.139,197190,0
6EXl6ZF6rXm6qCsKeizJ1b,0.714,0.828,-4.663,1,0.0598,0.00514,0.32,0.208,124.034,150968,0
5Gi8lLH3edcexP99srU1Nl,0.507,0.887,-4.084,0,0.141,0.00731,0.562,0.336,128.015,247505,0
38ec90xq2fKFMRJJahgnYX,0.757,0.719,-8.029,1,0.0646,0.0253,0.252,0.155,128.007,142515,0
3On0xk67ckVLs1qEpTF8mY,0.762,0.904,-4.064,1,0.0862,0.00167,0.436,0.518,127.962,165000,0
7HLURuk2BoDmrMb7C2y58y,0.325,0.798,-10.004,1,0.0733,0.00611,0.114,0.304,192.137,213770,0
0mxjKriHsdi8zKiBTWIOrT,0.784,0.883,-6.564,0,0.118,0.00604,0.36,0.778,126.013,217202,0
5iFCdVNg0X6ElfYAsd7RiE,0.553,0.902,-3.444,0,0.0703,0.00871,0.355,0.633,149.987,195200,0
55Tom2dk5sMx1UTJPiTUbX,0.633,0.842,-4.261,1,0.0566,0.0101,0.166,0.287,124.008,176509,0
223EftuwZfEBE6v2TnMrOl,0.558,0.561,-5.003,1,0.0376,0.0923,0.117,0.126,122.936,238049,0
7deNOgcnSseExDbh0rKbeZ,0.726,0.752,-7.401,0,0.0931,0.0529,0.201,0.174,128.035,195454,0
1IKkETDWIYawx8zgRaQwPL,0.273,0.896,-4.705,1,0.0913,0.000841,0.305,0.0631,137.992,190870,0
2ce4J8eyrjLRCQlmEx7qRL,0.66,0.937,-1.098,1,0.18,0.0328,0.497,0.449,128.112,204375,0
3zECQWhwAEydeK9jUTPamo,0.618,0.767,-5.024,1,0.0489,0.00552,0.147,0.239,124.071,158602,0
09pW7wXspkEkd8gjE93prk,0.382,0.973,-5.749,1,0.139,0.000497,0.925,0.0375,127.528,211403,0
6t3p46iojKrsOln9fazd23,0.547,0.618,-6.356,1,0.0451,0.0102,0.355,0.348,123.936,153871,0
4S4ALVSVFI64Hr5UWuU6Gk,0.744,0.97,-4.973,0,0.0697,0.000563,0.174,0.182,127.995,187500,0
2mRfXNIIxzNfj8X5syN6HM,0.384,0.871,-3.926,0,0.0949,0.194,0.114,0.359,144.169,176576,0
7IWTIkiWGWNQyYfOLdMrGD,0.594,0.722,-5.751,0,0.0398,0.0156,0.0667,0.407,127.877,200322,0
4IMyXN5fxdQib60dcLBwza,0.579,0.789,-4.668,1,0.0318,0.0415,0.705,0.453,128.041,172608,0
2eGjOUaoGtr0BwD9Uw6sCl,0.523,0.935,-3.825,0,0.0386,0.000954,0.355,0.48,127.944,168750,0
5KynMaqeCsWwdDSZC2wKBr,0.569,0.98,-2.69,1,0.0461,0.000278,0.655,0.298,127.975,147187,0
1ciGnQtZdjgcTdQXly2h0j,0.55,0.878,-5.17,0,0.058,0.00384,0.217,0.194,128.027,179431,0
6JL4CTixFj9Dfb5Uu29fzr,0.771,0.849,-4.078,1,0.169,0.0707,0.585,0.52,129.973,191908,0
7wxeGWvf8HNuUeK4k06mOr,0.455,0.953,-3.784,0,0.0895,0.00988,0.247,0.243,127.284,206250,0
6G7zxqKAXgLtjQS7FZeCxI,0.312,0.937,-3.994,0,0.0504,0.00301,0.288,0.257,137.993,189525,0
0lzLnZvdNTQATH88ySWAsV,0.438,0.767,-4.335,1,0.0422,0.0173,0.116,0.244,127.96,191719,0
1dVbC0XoM4VxpDkrv1tcjf,0.63,0.906,-4.877,0,0.155,0.0776,0.175,0.343,128.096,204375,0
58D6VqvfGiVvPkNQstmdUj,0.528,0.826,-3.646,1,0.19,0.0859,0.311,0.349,135.794,178235,0
627xNKrkXJw0L3JKUpJMb1,0.59,0.756,-4.274,0,0.0592,0.00424,0.668,0.409,128.163,163125,0
53CNDHcrOI23OATSulqwJz,0.666,0.8,-5.454,0,0.0659,0.00562,0.381,0.868,121.955,146557,0
3j3IkPaaXSA9PBH5cOifBr,0.561,0.727,-6.391,0,0.0504,0.00907,0.169,0.403,129.919,169846,0
4PshELHcjnTZQ2lBscyz8Q,0.61,0.842,-5.108,1,0.0323,0.0117,0.144,0.278,125.05,190080,0
0hur9YKoUq3uwte8K30zlC,0.776,0.801,-5.093,0,0.157,0.296,0.155,0.663,124.107,204194,0
4OX6I7otVz7ANxPh6uCG9B,0.744,0.753,-5.283,1,0.0316,0.3,0.0652,0.855,125.047,176640,0
1RES1p3VXofj02iOJ65ZaA,0.69,0.881,-4.552,1,0.0372,0.000287,0.322,0.294,128.016,175312,0
2Zrb6QwRYBF7EQmY44mbnl,0.557,0.939,-3.963,0,0.0649,0.00789,0.0909,0.368,126.046,189365,0
2Oeole5pAKtYMlnYRjfFEE,0.585,0.983,-2.099,1,0.0522,0.0256,0.326,0.681,126.024,165000,0
3tY1n1adJXpLfmbaatXgxR,0.746,0.957,-4.566,1,0.0866,0.0324,0.0639,0.563,128.023,198837,0
1b2V38zCkmm4ll7H1yDXN0,0.667,0.931,-3.231,0,0.0836,0.0023,0.395,0.14,127.987,137695,0
2EDHz4tC3pZDkxAJln2sB3,0.806,0.811,-6.366,0,0.0689,0.0123,0.772,0.899,125.968,204772,0
0fjjBq3yZ16Z441IL5o2oX,0.787,0.919,-5.027,1,0.0546,0.00159,0.122,0.315,124.99,176000,0
5GZX9ZUelthrP6ONs88jLd,0.892,0.535,-3.42,0,0.147,0.00211,0.1,0.446,128.037,169687,0
0tJe4R0XWgBgRTvK6QzEbI,0.492,0.728,-7.399,1,0.046,0.194,0.181,0.188,130.017,186462,0
60rm5quLJ5mwjJXjAHKB9c,0.739,0.934,-6.494,0,0.0609,0.00102,0.0882,0.423,125.003,387004,0
2du5gCpnDxNp8DZwvbVixv,0.633,0.898,-4.86,0,0.0533,0.0521,0.25,0.253,125.096,175591,0
3QUvdcJW4rQlONh5wJdjJ9,0.643,0.839,-5.735,1,0.137,0.0016,0.421,0.211,128.101,172505,0
0B8tteaC3h0B5EkeA4BAWN,0.448,0.743,-4.225,0,0.046,0.137,0.103,0.371,127.983,200625,0
5o8yGG79KJmYU9b0plQpuV,0.811,0.806,-4.19,1,0.058,0.037,0.0398,0.615,122.976,195122,0
14BmGOdWFMkxiyQ7f4s03L,0.34,0.796,-4.443,1,0.0406,0.12,0.274,0.346,145.024,205241,0
4Rerys3ORouNFth0SnLk93,0.698,0.807,-4.476,0,0.0934,0.176,0.106,0.441,123.881,159677,0
6Jnj2k2gSJyttJeJO4YNYR,0.606,0.803,-7.124,0,0.0328,0.0028,0.252,0.461,124.942,211294,0
2E7O8F8P1i9WpbwVImSje8,0.682,0.842,-4.715,1,0.0387,0.0555,0.0877,0.175,99.995,238625,0
6JXrAJ1u6R20f2k6TnNlQs,0.51,0.819,-5.677,0,0.134,0.0793,0.455,0.482,127.821,187734,0
6mxVX85uHiirpiJBlPpsuf,0.769,0.488,-11.056,1,0.0422,0.0492,0.195,0.586,123.968,166783,0
5AL3fjjh3Xb3mqW5jsbIwK,0.51,0.937,-6.795,1,0.0929,0.0147,0.257,0.449,128.115,176719,0
077sDUgBHgJyIrdaFUSsnF,0.657,0.946,-4.181,0,0.121,0.00115,0.424,0.172,123.977,254516,0
4CaXP6LI8yatFKRQONlVvX,0.446,0.899,-3.715,0,0.0868,0.0231,0.237,0.301,127.962,189727,0
2vWwX9cUWIdd0UssgQbPjB,0.648,0.857,-3.53,0,0.112,0.0206,0.808,0.52,126.981,166299,0
0C3Y9kst8c4UmLzomWeTTw,0.858,0.943,-4.358,1,0.0663,0.000759,0.11,0.716,125.988,171429,0
0SxLNLd6cdkvmFNBp5h3DH,0.679,0.806,-5.048,1,0.0666,0.00674,0.137,0.259,126.073,211548,0
4FQLFV3WSz87vAtUY3Slgm,0.828,0.932,-5.933,1,0.141,0.0532,0.209,0.576,123.045,189268,0
